Food Name,Carbohydrates (g),Proteins (g),Fats (g),Calories (kcal),Diet Category
Bread,5.2,31.8,20.3,330.7,Protein-Rich
Almonds,13.1,30.5,22.9,380.5,Protein-Rich
Almonds,61.1,27.8,30.3,628.3,Carb-Rich
Milk,28.0,23.6,3.0,233.4,Carb-Rich
Banana,39.3,9.5,1.1,205.1,Carb-Rich
Bread,18.1,37.9,10.0,314.0,Protein-Rich
Cheese,77.4,42.7,19.0,651.4,Carb-Rich
Avocado,7.1,3.2,3.0,68.2,Carb-Rich
Banana,35.5,15.9,8.9,285.7,Carb-Rich
Beans,19.8,14.6,2.6,161.0,Carb-Rich
Almonds,74.2,40.4,3.4,489.0,Carb-Rich
Quinoa,6.7,37.0,20.0,354.8,Protein-Rich
Sweet Potato,64.3,38.2,0.2,411.8,Carb-Rich
Cheese,48.8,41.4,19.9,539.9,Carb-Rich
Eggs,38.2,5.4,37.8,514.6,Carb-Rich
Quinoa,41.9,44.5,39.8,703.8,Protein-Rich
Cheese,40.9,18.3,21.0,425.8,Carb-Rich
Sweet Potato,1.5,34.0,10.4,235.6,Protein-Rich
Avocado,46.3,18.5,9.5,344.7,Carb-Rich
Milk,63.6,30.7,26.0,611.2,Carb-Rich
Milk,9.4,37.2,4.7,228.7,Protein-Rich
Chicken,9.2,31.2,15.3,299.3,Protein-Rich
Milk,16.2,15.0,16.3,271.5,Fat-Rich
Bread,7.1,47.4,34.1,524.9,Protein-Rich
Sweet Potato,72.8,26.1,25.7,626.9,Carb-Rich
Apple,33.0,22.1,28.6,477.8,Carb-Rich
Peanuts,13.7,36.6,3.5,232.7,Protein-Rich
Oats,9.0,46.4,34.8,534.8,Protein-Rich
Peanuts,63.9,4.0,20.8,458.8,Carb-Rich
Milk,76.3,24.3,27.8,652.6,Carb-Rich
Paneer,53.3,42.0,36.4,708.8,Carb-Rich
Rice,68.2,11.4,34.9,632.5,Carb-Rich
Lentils,24.4,34.3,26.8,476.0,Protein-Rich
Salmon,35.6,29.9,21.2,452.8,Carb-Rich
Salmon,77.6,33.8,34.3,754.3,Carb-Rich
Lentils,43.6,43.0,27.7,595.7,Carb-Rich
Eggs,63.2,13.8,9.6,394.4,Carb-Rich
Eggs,34.9,1.8,5.1,192.7,Carb-Rich
Banana,31.8,34.2,10.0,354.0,Protein-Rich
Bread,46.0,29.1,6.0,354.4,Carb-Rich
Tofu,70.1,12.3,29.0,590.6,Carb-Rich
Yogurt,45.2,11.8,0.3,230.7,Carb-Rich
Eggs,40.0,43.2,7.0,395.8,Protein-Rich
Beans,54.3,2.2,14.9,360.1,Carb-Rich
Milk,63.0,14.6,11.2,411.2,Carb-Rich
Almonds,50.9,7.0,17.6,390.0,Carb-Rich
Chicken,68.4,33.8,16.6,558.2,Carb-Rich
Oats,61.4,38.6,24.2,617.8,Carb-Rich
Sweet Potato,26.2,9.6,28.0,395.2,Fat-Rich
Quinoa,35.2,38.4,32.6,587.8,Protein-Rich
Beans,19.4,16.8,34.0,450.8,Fat-Rich
Apple,4.4,33.1,18.0,312.0,Protein-Rich
Peanuts,36.3,36.7,0.5,296.5,Protein-Rich
Milk,48.8,5.4,25.5,446.3,Carb-Rich
Bread,13.6,33.0,35.9,509.5,Fat-Rich
Cheese,25.0,24.6,33.9,503.5,Fat-Rich
Rice,47.7,23.6,6.0,339.2,Carb-Rich
Apple,37.1,25.5,36.4,578.0,Carb-Rich
Tofu,42.7,21.3,27.8,506.2,Carb-Rich
Oats,22.4,17.4,14.7,291.5,Carb-Rich
Cheese,32.1,34.6,16.6,416.2,Protein-Rich
Chicken,19.5,29.9,31.3,479.3,Fat-Rich
Bread,39.5,4.9,0.4,181.2,Carb-Rich
Beans,71.6,41.3,5.1,497.5,Carb-Rich
Bread,21.3,14.4,22.6,346.2,Fat-Rich
Bread,49.9,42.0,16.0,511.6,Carb-Rich
Milk,61.9,27.6,6.9,420.1,Carb-Rich
Milk,21.1,17.2,9.9,242.3,Carb-Rich
Sweet Potato,58.0,6.5,20.9,446.1,Carb-Rich
Sweet Potato,4.2,7.2,25.7,276.9,Fat-Rich
Almonds,58.3,9.7,11.8,378.2,Carb-Rich
Quinoa,51.6,45.3,39.9,746.7,Carb-Rich
Bread,73.5,37.0,17.2,596.8,Carb-Rich
Eggs,29.2,23.5,31.5,494.3,Fat-Rich
Paneer,72.5,1.4,26.2,531.4,Carb-Rich
Apple,19.3,31.9,12.7,319.1,Protein-Rich
Sweet Potato,46.1,31.8,22.5,514.1,Carb-Rich
Beans,35.9,33.3,4.4,316.4,Carb-Rich
Banana,30.8,34.9,11.3,364.5,Protein-Rich
Tofu,25.4,18.2,31.9,461.5,Fat-Rich
Almonds,26.2,25.9,16.0,352.4,Carb-Rich
Cheese,51.8,17.8,30.6,553.8,Carb-Rich
Lentils,79.1,18.7,9.1,473.1,Carb-Rich
Quinoa,26.5,7.7,21.3,328.5,Carb-Rich
Eggs,1.2,45.5,32.3,477.5,Protein-Rich
Yogurt,35.5,41.9,17.8,469.8,Protein-Rich
Tofu,9.2,5.1,11.5,160.7,Fat-Rich
Lentils,55.3,41.4,25.7,618.1,Carb-Rich
Avocado,8.7,1.1,5.4,87.8,Carb-Rich
Yogurt,55.8,5.6,30.0,515.6,Carb-Rich
Apple,4.3,20.7,9.8,188.2,Protein-Rich
Peanuts,45.9,45.6,31.4,648.6,Carb-Rich
Cheese,41.5,18.3,24.3,457.9,Carb-Rich
Chicken,74.1,20.8,13.3,499.3,Carb-Rich
Bread,47.3,2.6,19.2,372.4,Carb-Rich
Rice,3.1,36.1,8.0,228.8,Protein-Rich
Tofu,35.9,45.4,34.1,632.1,Protein-Rich
Peanuts,39.2,16.8,35.0,539.0,Carb-Rich
Beans,16.2,40.7,36.4,555.2,Protein-Rich
Rice,32.2,18.9,4.8,247.6,Carb-Rich
Chicken,61.1,36.3,15.5,529.1,Carb-Rich
Sweet Potato,48.3,22.0,2.0,299.2,Carb-Rich
Oats,74.4,22.0,31.5,669.1,Carb-Rich
Tofu,6.5,29.5,5.1,189.9,Protein-Rich
Milk,35.6,28.9,9.3,341.7,Carb-Rich
Sweet Potato,25.9,33.7,1.5,251.9,Protein-Rich
Quinoa,55.9,7.2,0.8,259.6,Carb-Rich
Yogurt,38.7,32.3,19.1,455.9,Carb-Rich
Eggs,20.3,22.5,5.9,224.3,Protein-Rich
Oats,72.4,5.8,10.9,410.9,Carb-Rich
Quinoa,17.7,7.7,11.5,205.1,Carb-Rich
Sweet Potato,35.1,23.4,2.2,253.8,Carb-Rich
Paneer,50.6,49.1,22.0,596.8,Carb-Rich
Peanuts,9.2,11.1,31.7,366.5,Fat-Rich
Yogurt,14.6,5.2,36.8,410.4,Fat-Rich
Oats,58.8,19.5,32.7,607.5,Carb-Rich
Peanuts,43.2,22.9,37.0,597.4,Carb-Rich
Milk,31.0,0.7,20.0,306.8,Carb-Rich
Rice,23.3,1.3,1.9,115.5,Carb-Rich
Apple,66.9,14.7,39.7,683.7,Carb-Rich
Paneer,35.3,41.5,20.2,489.0,Protein-Rich
Paneer,40.4,29.8,36.5,609.3,Carb-Rich
Yogurt,74.6,10.5,14.0,466.4,Carb-Rich
Eggs,2.3,26.5,12.8,230.4,Protein-Rich
Beans,58.5,7.3,35.2,580.0,Carb-Rich
Apple,46.3,42.8,38.6,703.8,Carb-Rich
Apple,4.5,10.5,10.0,150.0,Protein-Rich
Cheese,0.2,47.0,20.2,370.6,Protein-Rich
Apple,17.2,40.5,7.2,295.6,Protein-Rich
Tofu,8.0,46.1,10.9,314.5,Protein-Rich
Bread,48.7,15.1,19.0,426.2,Carb-Rich
Apple,29.8,28.1,22.4,433.2,Carb-Rich
Eggs,11.7,44.9,16.5,374.9,Protein-Rich
Oats,15.8,40.3,14.9,358.5,Protein-Rich
Yogurt,29.8,33.3,8.1,325.3,Protein-Rich
Quinoa,43.2,14.1,31.5,512.7,Carb-Rich
Bread,27.9,39.1,1.0,277.0,Protein-Rich
Beans,58.3,8.7,34.5,578.5,Carb-Rich
Tofu,14.2,9.0,21.0,281.8,Fat-Rich
Almonds,11.5,41.3,27.2,456.0,Protein-Rich
Chicken,13.8,27.3,4.7,206.7,Protein-Rich
Yogurt,53.8,14.7,0.4,277.6,Carb-Rich
Cheese,57.8,30.3,13.9,477.5,Carb-Rich
Milk,46.8,44.4,7.6,433.2,Carb-Rich
Bread,33.0,16.5,12.6,311.4,Carb-Rich
Rice,68.0,19.6,6.9,412.5,Carb-Rich
Peanuts,20.4,0.4,16.9,235.3,Carb-Rich
Oats,60.3,1.1,20.7,431.9,Carb-Rich
Lentils,51.4,44.7,33.9,689.5,Carb-Rich
Beans,64.8,26.2,31.8,650.2,Carb-Rich
Sweet Potato,7.8,47.1,36.7,549.9,Protein-Rich
Apple,8.1,46.6,27.2,463.6,Protein-Rich
Avocado,57.4,26.4,25.0,560.2,Carb-Rich
Yogurt,78.1,3.6,24.4,546.4,Carb-Rich
Cheese,79.9,7.5,29.7,616.9,Carb-Rich
Salmon,37.4,32.9,12.7,395.5,Carb-Rich
Milk,7.3,20.0,23.3,318.9,Fat-Rich
Cheese,15.8,46.3,4.7,290.7,Protein-Rich
Chicken,53.6,9.1,0.2,252.6,Carb-Rich
Quinoa,35.1,14.1,6.1,251.7,Carb-Rich
Quinoa,32.8,8.0,25.8,395.4,Carb-Rich
Apple,30.0,29.2,14.4,366.4,Carb-Rich
Salmon,66.7,48.6,27.3,706.9,Carb-Rich
Bread,23.7,22.8,4.9,230.1,Carb-Rich
Apple,33.9,33.3,7.8,339.0,Carb-Rich
Oats,78.0,13.8,27.9,618.3,Carb-Rich
Tofu,77.5,1.9,29.7,584.9,Carb-Rich
Quinoa,27.4,20.5,6.0,245.6,Carb-Rich
Chicken,5.4,6.0,20.8,232.8,Fat-Rich
Almonds,10.2,26.4,2.1,165.3,Protein-Rich
Chicken,16.7,43.4,2.1,259.3,Protein-Rich
Rice,11.2,40.4,28.8,465.6,Protein-Rich
Almonds,77.3,15.2,13.0,487.0,Carb-Rich
Avocado,75.1,36.5,11.0,545.4,Carb-Rich
Beans,20.0,41.7,15.9,389.9,Protein-Rich
Sweet Potato,11.5,16.2,27.7,360.1,Fat-Rich
Cheese,55.1,22.3,21.5,503.1,Carb-Rich
Yogurt,12.0,12.8,29.6,365.6,Fat-Rich
Rice,15.8,2.1,0.7,77.9,Carb-Rich
Peanuts,6.3,21.1,0.4,113.2,Protein-Rich
Tofu,66.4,42.0,15.6,574.0,Carb-Rich
Rice,76.0,28.4,11.6,522.0,Carb-Rich
Rice,59.6,9.7,31.6,561.6,Carb-Rich
Yogurt,52.9,48.6,5.6,456.4,Carb-Rich
Sweet Potato,16.5,3.9,3.8,115.8,Carb-Rich
Salmon,33.9,42.8,21.9,503.9,Protein-Rich
Beans,17.2,36.4,26.5,452.9,Protein-Rich
Eggs,48.4,21.8,32.7,575.1,Carb-Rich
Sweet Potato,30.8,40.9,3.3,316.5,Protein-Rich
Avocado,18.2,37.6,23.9,438.3,Protein-Rich
Lentils,6.9,14.2,3.0,111.4,Protein-Rich
Rice,28.4,27.6,30.1,494.9,Fat-Rich
Cheese,5.6,21.0,9.4,191.0,Protein-Rich
Tofu,59.9,6.8,25.4,495.4,Carb-Rich
Quinoa,7.2,21.9,5.2,163.2,Protein-Rich
Banana,52.1,5.9,31.0,511.0,Carb-Rich
Lentils,28.7,27.1,14.0,349.2,Carb-Rich
Peanuts,24.8,45.0,6.4,336.8,Protein-Rich
Tofu,10.2,36.5,20.6,372.2,Protein-Rich
Yogurt,10.3,17.5,4.7,153.5,Protein-Rich
Sweet Potato,64.3,37.3,8.3,481.1,Carb-Rich
Tofu,37.5,12.8,4.0,237.2,Carb-Rich
Chicken,38.0,32.8,34.5,593.7,Carb-Rich
Almonds,20.0,17.4,22.8,354.8,Fat-Rich
Lentils,45.6,17.5,7.8,322.6,Carb-Rich
Avocado,56.9,10.3,27.1,512.7,Carb-Rich
Cheese,73.0,3.9,12.2,417.4,Carb-Rich
Tofu,16.4,29.4,26.7,423.5,Protein-Rich
Yogurt,73.2,34.5,17.7,590.1,Carb-Rich
Apple,76.8,48.4,13.9,625.9,Carb-Rich
Avocado,3.0,41.1,19.5,351.9,Protein-Rich
Beans,24.2,49.0,10.3,385.5,Protein-Rich
Eggs,72.1,29.2,10.3,497.9,Carb-Rich
Milk,29.4,26.6,26.2,459.8,Carb-Rich
Cheese,4.1,0.2,27.9,268.3,Fat-Rich
Chicken,40.0,30.4,13.1,399.5,Carb-Rich
Avocado,77.1,36.7,29.5,720.7,Carb-Rich
Milk,34.5,15.5,33.2,498.8,Carb-Rich
Beans,60.5,48.9,35.4,756.2,Carb-Rich
Oats,7.6,21.6,6.5,175.3,Protein-Rich
Cheese,35.2,48.0,0.4,336.4,Protein-Rich
Avocado,65.7,36.9,8.4,486.0,Carb-Rich
Lentils,7.4,26.1,22.7,338.3,Protein-Rich
Salmon,7.3,21.0,28.7,371.5,Fat-Rich
Banana,66.1,3.6,2.9,304.9,Carb-Rich
Rice,3.3,19.2,23.4,300.6,Fat-Rich
Eggs,18.4,38.9,14.7,361.5,Protein-Rich
Milk,36.6,43.2,11.9,426.3,Protein-Rich
Salmon,19.4,40.6,12.6,353.4,Protein-Rich
Rice,26.3,42.0,20.6,458.6,Protein-Rich
Rice,59.0,5.5,9.9,347.1,Carb-Rich
Paneer,44.8,7.7,32.7,504.3,Carb-Rich
Tofu,47.2,31.5,34.7,627.1,Carb-Rich
Bread,17.4,22.9,29.4,425.8,Fat-Rich
Banana,33.7,46.7,7.1,385.5,Protein-Rich
Quinoa,2.3,15.6,32.4,363.2,Fat-Rich
Peanuts,64.2,14.1,7.9,384.3,Carb-Rich
Milk,77.0,23.8,19.4,577.8,Carb-Rich
Almonds,14.7,0.0,11.0,157.8,Carb-Rich
Eggs,31.9,48.9,29.9,592.3,Protein-Rich
Oats,72.6,45.6,22.0,670.8,Carb-Rich
Peanuts,56.6,32.7,26.7,597.5,Carb-Rich
Rice,6.4,7.9,22.6,260.6,Fat-Rich
Beans,15.5,46.7,7.2,313.6,Protein-Rich
Chicken,2.1,41.3,12.3,284.3,Protein-Rich
Peanuts,15.8,6.8,30.4,364.0,Fat-Rich
Tofu,6.4,17.4,21.8,291.4,Fat-Rich
Sweet Potato,60.5,46.7,16.7,579.1,Carb-Rich
Beans,20.3,38.6,3.5,267.1,Protein-Rich
Almonds,71.5,36.3,5.4,479.8,Carb-Rich
Cheese,40.9,40.9,1.6,341.6,Balanced
Avocado,16.1,14.1,2.8,146.0,Carb-Rich
Apple,18.9,4.8,32.9,390.9,Fat-Rich
Bread,29.6,15.7,20.7,367.5,Carb-Rich
Avocado,64.3,18.2,31.0,609.0,Carb-Rich
Paneer,64.8,35.3,27.2,645.2,Carb-Rich
Bread,52.6,8.6,0.9,252.9,Carb-Rich
Lentils,16.8,35.6,28.4,465.2,Protein-Rich
Paneer,65.8,19.4,23.2,549.6,Carb-Rich
Milk,71.5,1.1,26.9,532.5,Carb-Rich
Paneer,63.0,18.6,11.6,430.8,Carb-Rich
Beans,11.0,12.0,29.7,359.3,Fat-Rich
Peanuts,32.8,28.0,14.4,372.8,Carb-Rich
Salmon,8.6,16.6,26.8,342.0,Fat-Rich
Sweet Potato,39.2,47.0,23.1,552.7,Protein-Rich
Oats,37.9,42.0,1.2,330.4,Protein-Rich
Banana,69.9,31.6,20.8,593.2,Carb-Rich
Avocado,0.0,19.3,5.1,123.1,Protein-Rich
Apple,23.1,43.6,29.3,530.5,Protein-Rich
Oats,78.7,43.4,10.2,580.2,Carb-Rich
Sweet Potato,5.7,40.0,34.5,493.3,Protein-Rich
Bread,21.8,5.1,15.7,248.9,Carb-Rich
Tofu,47.9,10.2,28.5,488.9,Carb-Rich
Quinoa,30.6,30.9,29.1,507.9,Protein-Rich
Banana,73.8,30.7,22.3,618.7,Carb-Rich
Almonds,61.2,40.6,28.6,664.6,Carb-Rich
Tofu,77.5,43.3,26.1,718.1,Carb-Rich
Bread,73.3,38.1,28.2,699.4,Carb-Rich
Salmon,22.5,1.5,31.0,375.0,Fat-Rich
Apple,23.4,44.9,18.9,443.3,Protein-Rich
Milk,10.2,33.7,24.3,394.3,Protein-Rich
Oats,52.0,46.8,3.2,424.0,Carb-Rich
Quinoa,38.1,19.8,24.7,453.9,Carb-Rich
Cheese,35.1,5.7,7.1,227.1,Carb-Rich
Lentils,4.5,3.9,32.8,328.8,Fat-Rich
Cheese,76.3,31.2,29.4,694.6,Carb-Rich
Almonds,22.3,2.1,30.7,373.9,Fat-Rich
Sweet Potato,32.5,37.0,5.2,324.8,Protein-Rich
Avocado,73.3,8.8,24.8,551.6,Carb-Rich
Eggs,21.1,16.4,23.9,365.1,Fat-Rich
Salmon,66.1,25.2,4.4,404.8,Carb-Rich
Chicken,61.8,15.5,1.0,318.2,Carb-Rich
Sweet Potato,18.7,0.1,37.4,411.8,Fat-Rich
Yogurt,14.2,34.0,4.0,228.8,Protein-Rich
Apple,71.5,25.1,21.2,577.2,Carb-Rich
Cheese,70.9,24.8,23.6,595.2,Carb-Rich
Tofu,33.4,31.5,2.3,280.3,Carb-Rich
Eggs,12.8,25.7,18.5,320.5,Protein-Rich
Chicken,55.0,22.2,19.4,483.4,Carb-Rich
Cheese,15.9,12.5,6.7,173.9,Carb-Rich
Eggs,64.1,15.3,7.7,386.9,Carb-Rich
Cheese,67.3,33.6,0.3,406.3,Carb-Rich
Salmon,28.5,25.9,27.2,462.4,Carb-Rich
Lentils,51.9,17.6,26.8,519.2,Carb-Rich
Milk,14.7,38.6,1.9,230.3,Protein-Rich
Almonds,6.8,28.4,30.5,415.3,Fat-Rich
Chicken,31.3,19.8,18.3,369.1,Carb-Rich
Cheese,23.5,20.8,16.4,324.8,Carb-Rich
Lentils,0.2,10.6,21.2,234.0,Fat-Rich
Chicken,42.0,17.3,29.4,501.8,Carb-Rich
Chicken,2.6,24.6,34.6,420.2,Fat-Rich
Yogurt,80.0,11.8,21.6,561.6,Carb-Rich
Peanuts,1.3,2.8,25.2,243.2,Fat-Rich
Cheese,46.5,24.4,38.0,625.6,Carb-Rich
Rice,32.3,40.6,30.5,566.1,Protein-Rich
Salmon,44.6,30.0,12.8,413.6,Carb-Rich
Paneer,1.8,42.4,4.9,220.9,Protein-Rich
Salmon,46.7,5.1,12.8,322.4,Carb-Rich
Sweet Potato,24.9,12.6,24.6,371.4,Carb-Rich
Rice,55.5,4.9,11.0,340.6,Carb-Rich
Paneer,22.2,9.9,33.9,433.5,Fat-Rich
Milk,19.9,1.8,28.3,341.5,Fat-Rich
Paneer,52.0,29.2,26.1,559.7,Carb-Rich
Chicken,64.2,33.0,31.7,674.1,Carb-Rich
Chicken,53.6,39.2,11.7,476.5,Carb-Rich
Eggs,47.2,17.1,1.2,268.0,Carb-Rich
Apple,54.1,19.7,15.8,437.4,Carb-Rich
Lentils,7.5,20.5,37.2,446.8,Fat-Rich
Avocado,11.9,12.1,16.3,242.7,Fat-Rich
Banana,78.2,6.1,19.4,511.8,Carb-Rich
Apple,66.4,14.3,14.4,452.4,Carb-Rich
Banana,54.1,33.2,13.4,469.8,Carb-Rich
Oats,76.5,9.8,24.5,565.7,Carb-Rich
Apple,57.4,21.1,14.0,440.0,Carb-Rich
Yogurt,68.9,36.1,12.5,532.5,Carb-Rich
Milk,51.1,6.1,34.7,541.1,Carb-Rich
Oats,24.4,36.7,8.8,323.6,Protein-Rich
Salmon,72.4,14.4,17.0,500.2,Carb-Rich
Peanuts,79.8,25.2,28.9,680.1,Carb-Rich
Oats,49.3,49.0,32.5,685.7,Carb-Rich
Milk,46.9,10.2,30.0,498.4,Carb-Rich
Tofu,70.6,44.2,9.5,544.7,Carb-Rich
Eggs,54.5,32.7,14.4,478.4,Carb-Rich
Avocado,38.2,17.7,32.2,513.4,Carb-Rich
Quinoa,9.0,2.8,19.8,225.4,Fat-Rich
Almonds,78.3,14.3,25.0,595.4,Carb-Rich
Banana,48.3,2.5,18.8,372.4,Carb-Rich
Peanuts,43.8,7.7,25.8,438.2,Carb-Rich
Oats,52.2,30.6,17.8,491.4,Carb-Rich
Oats,58.7,42.6,1.9,422.3,Carb-Rich
Bread,42.8,46.9,16.2,504.6,Protein-Rich
Apple,70.5,37.4,13.7,554.9,Carb-Rich
Almonds,55.8,11.9,7.9,341.9,Carb-Rich
Cheese,11.5,14.9,17.4,262.2,Fat-Rich
Salmon,38.6,37.1,8.3,377.5,Carb-Rich
Avocado,50.1,16.0,0.5,268.9,Carb-Rich
Yogurt,43.5,43.1,6.2,402.2,Carb-Rich
Lentils,25.4,46.4,12.7,401.5,Protein-Rich
Rice,31.3,25.3,9.1,308.3,Carb-Rich
Bread,68.5,43.7,4.3,487.5,Carb-Rich
Paneer,65.3,35.9,22.7,609.1,Carb-Rich
Oats,52.7,10.9,25.2,481.2,Carb-Rich
Eggs,36.7,45.6,35.9,652.3,Protein-Rich
Chicken,12.0,40.4,0.3,212.3,Protein-Rich
Beans,15.9,0.8,6.2,122.6,Carb-Rich
Quinoa,67.4,44.8,23.8,663.0,Carb-Rich
Paneer,67.4,16.1,31.3,615.7,Carb-Rich
Salmon,16.1,11.4,38.0,452.0,Fat-Rich
Lentils,19.0,0.8,37.1,413.1,Fat-Rich
Sweet Potato,22.6,45.1,34.1,577.7,Protein-Rich
Beans,14.5,47.3,8.8,326.4,Protein-Rich
Oats,69.4,13.1,17.7,489.3,Carb-Rich
Paneer,49.0,40.0,32.4,647.6,Carb-Rich
Lentils,44.4,0.0,31.9,464.7,Carb-Rich
Paneer,70.6,18.7,19.8,535.4,Carb-Rich
Salmon,67.3,2.0,36.5,605.7,Carb-Rich
Bread,5.7,2.8,1.3,45.7,Carb-Rich
Yogurt,53.4,19.0,23.2,498.4,Carb-Rich
Apple,41.9,37.0,17.4,472.2,Carb-Rich
Beans,39.9,32.0,17.3,443.3,Carb-Rich
Peanuts,45.4,28.6,15.3,433.7,Carb-Rich
Paneer,62.3,32.3,19.3,552.1,Carb-Rich
Quinoa,34.7,40.4,28.1,553.3,Protein-Rich
Banana,2.0,0.1,17.8,168.6,Fat-Rich
Lentils,28.3,2.4,34.1,429.7,Fat-Rich
Milk,70.3,41.7,23.9,663.1,Carb-Rich
Rice,27.1,45.4,8.9,370.1,Protein-Rich
Quinoa,27.6,34.2,20.7,433.5,Protein-Rich
Banana,31.8,24.0,19.0,394.2,Carb-Rich
Milk,65.7,15.7,33.5,627.1,Carb-Rich
Tofu,58.7,49.0,7.2,495.6,Carb-Rich
Rice,59.2,19.8,2.2,335.8,Carb-Rich
Almonds,67.3,3.3,16.3,429.1,Carb-Rich
Avocado,52.6,18.3,6.6,343.0,Carb-Rich
Quinoa,30.7,49.1,15.5,458.7,Protein-Rich
Milk,35.2,19.4,18.1,381.3,Carb-Rich
Lentils,22.5,28.2,6.4,260.4,Protein-Rich
Sweet Potato,9.5,20.3,7.5,186.7,Protein-Rich
Eggs,15.1,35.2,13.4,321.8,Protein-Rich
Lentils,67.7,35.0,25.6,641.2,Carb-Rich
Almonds,29.7,35.0,36.3,585.5,Fat-Rich
Tofu,74.6,33.6,16.1,577.7,Carb-Rich
Yogurt,63.6,39.2,6.5,469.7,Carb-Rich
Cheese,59.4,46.1,21.9,619.1,Carb-Rich
Quinoa,23.8,44.5,7.5,340.7,Protein-Rich
Milk,47.1,3.1,31.9,487.9,Carb-Rich
Milk,65.1,31.5,30.8,663.6,Carb-Rich
Yogurt,30.1,14.1,13.4,297.4,Carb-Rich
Cheese,77.8,29.9,5.2,477.6,Carb-Rich
Apple,38.9,14.8,12.2,324.6,Carb-Rich
Lentils,13.0,23.7,33.1,444.7,Fat-Rich
Cheese,22.9,15.8,40.0,514.8,Fat-Rich
Paneer,57.9,48.8,10.3,519.5,Carb-Rich
Paneer,55.3,5.7,22.1,442.9,Carb-Rich
Banana,16.8,22.2,27.7,405.3,Fat-Rich
Yogurt,9.3,37.0,34.3,493.9,Protein-Rich
Milk,59.3,1.6,7.2,308.4,Carb-Rich
Yogurt,29.1,16.5,22.3,383.1,Carb-Rich
Chicken,18.0,21.6,22.7,362.7,Fat-Rich
Banana,40.3,15.9,37.8,565.0,Carb-Rich
Bread,38.4,9.5,38.2,535.4,Carb-Rich
Apple,65.1,35.4,7.2,466.8,Carb-Rich
Cheese,78.7,29.6,26.6,672.6,Carb-Rich
Apple,32.0,0.3,32.6,422.6,Fat-Rich
Peanuts,66.9,0.1,4.9,312.1,Carb-Rich
Cheese,19.6,44.2,23.1,463.1,Protein-Rich
Banana,35.2,24.1,25.0,462.2,Carb-Rich
Milk,32.6,8.7,3.8,199.4,Carb-Rich
Rice,34.4,29.5,21.0,444.6,Carb-Rich
Paneer,19.9,45.3,9.7,348.1,Protein-Rich
Tofu,23.1,30.0,10.6,307.8,Protein-Rich
Sweet Potato,59.6,15.9,9.3,385.7,Carb-Rich
Sweet Potato,72.6,8.3,0.3,326.3,Carb-Rich
Quinoa,7.5,12.1,6.3,135.1,Protein-Rich
Apple,34.2,30.3,31.7,543.3,Carb-Rich
Milk,62.3,42.3,25.8,650.6,Carb-Rich
Cheese,56.9,21.0,10.1,402.5,Carb-Rich
Apple,2.8,30.7,18.3,298.7,Protein-Rich
Cheese,67.7,26.6,2.2,397.0,Carb-Rich
Chicken,57.2,26.1,24.1,550.1,Carb-Rich
Lentils,8.5,39.2,22.7,395.1,Protein-Rich
Bread,13.1,29.3,18.8,338.8,Protein-Rich
Oats,20.6,10.5,5.9,177.5,Carb-Rich
Tofu,63.6,34.8,29.6,660.0,Carb-Rich
Paneer,33.1,29.1,15.4,387.4,Carb-Rich
Bread,32.0,4.9,1.3,159.3,Carb-Rich
Chicken,53.2,36.5,23.1,566.7,Carb-Rich
Almonds,33.1,17.2,35.8,523.4,Fat-Rich
Paneer,30.9,45.5,36.4,633.2,Protein-Rich
Salmon,61.4,24.0,14.3,470.3,Carb-Rich
Eggs,55.7,10.0,30.7,539.1,Carb-Rich
Banana,72.1,16.9,38.4,701.6,Carb-Rich
Yogurt,69.4,25.1,37.1,711.9,Carb-Rich
Quinoa,72.7,10.5,20.2,514.6,Carb-Rich
Eggs,27.8,43.2,10.0,374.0,Protein-Rich
Tofu,47.9,4.1,5.4,256.6,Carb-Rich
Tofu,24.9,29.9,13.5,340.7,Protein-Rich
Banana,71.4,8.5,25.1,545.5,Carb-Rich
Rice,70.2,41.4,31.9,733.5,Carb-Rich
Eggs,31.5,15.6,31.9,475.5,Fat-Rich
Avocado,77.9,29.0,28.3,682.3,Carb-Rich
Sweet Potato,4.7,9.8,24.6,279.4,Fat-Rich
Cheese,68.2,7.4,8.7,380.7,Carb-Rich
Salmon,76.8,18.3,30.6,655.8,Carb-Rich
Cheese,23.7,30.0,17.6,373.2,Protein-Rich
Rice,27.6,12.7,16.1,306.1,Carb-Rich
Chicken,46.3,5.3,35.4,525.0,Carb-Rich
Yogurt,6.2,11.7,7.2,136.4,Protein-Rich
Beans,7.0,45.4,1.7,224.9,Protein-Rich
Avocado,5.3,27.4,12.8,246.0,Protein-Rich
Milk,51.0,33.5,0.6,343.4,Carb-Rich
Chicken,72.5,45.8,10.9,571.3,Carb-Rich
Eggs,43.8,8.7,19.9,389.1,Carb-Rich
Quinoa,75.2,37.2,32.8,744.8,Carb-Rich
Lentils,32.0,39.5,10.5,380.5,Protein-Rich
Apple,20.4,33.0,28.5,470.1,Protein-Rich
Yogurt,32.3,16.5,8.8,274.4,Carb-Rich
Eggs,11.9,5.3,1.5,82.3,Carb-Rich
Banana,21.1,49.3,23.3,491.3,Protein-Rich
Peanuts,12.0,7.6,10.9,176.5,Carb-Rich
Avocado,33.8,18.9,7.2,275.6,Carb-Rich
Oats,18.4,12.8,21.5,318.3,Fat-Rich
